AL0000000012024,RIO LARGO,01,04012024
AL0000000012024,RIO LARGO,01,04012024
AL0000000022024,RIO LARGO,17,04012024
AL0000000022024,RIO LARGO,01,04012024
AL0000000032024,RIO LARGO,01,05012024
AL0000000032024,RIO LARGO,02,05012024
AL0000000042024,RIO LARGO,01,14012024
AL0000000042024,RIO LARGO,04,14012024
AL0000000052024,RIO LARGO,01,13012024
AL0000000052024,RIO LARGO,01,13012024
AL0000000062024,ARAPIRACA,14,07012024
AL0000000062024,ARAPIRACA,01,07012024
AL0000000072024,ARAPIRACA,01,05012024
AL0000000072024,ARAPIRACA,14,05012024
AL0000000082024,ARAPIRACA,01,06012024
AL0000000082024,ARAPIRACA,01,06012024
AL0000000092024,ARAPIRACA,01,09012024
AL0000000092024,ARAPIRACA,01,09012024
AL0000000102024,ARAPIRACA,01,13012024
AL0000000102024,ARAPIRACA,01,13012024
AL0000000102024,ARAPIRACA,01,13012024
AL0000000112024,ARAPIRACA,01,14012024
AL0000000112024,ARAPIRACA,14,14012024
AL0000000122024,CAMPO GRANDE,14,21012024
AL0000000132024,ARAPIRACA,01,26012024
AL0000000132024,ARAPIRACA,01,26012024
AL0000000142024,ARAPIRACA,01,27012024
AL0000000142024,ARAPIRACA,01,27012024
AL0000000152024,ARAPIRACA,01,28012024
AL0000000162024,ARAPIRACA,01,29012024
AL0000000162024,ARAPIRACA,14,29012024
AL0000000172024,ARAPIRACA,01,29012024
AL0000000172024,ARAPIRACA,01,29012024
AL0000000182024,ARAPIRACA,04,30012024
AL0000000192024,ARAPIRACA,14,28012024
AL0000000192024,ARAPIRACA,01,28012024
AL0000000202024,ARAPIRACA,04,23012024
AL0000000202024,ARAPIRACA,14,23012024
AL0000000212024,ARAPIRACA,01,30012024
AL0000000212024,ARAPIRACA,14,30012024
AL0000000222024,ARAPIRACA,01,03012024
AL0000000232024,ARAPIRACA,01,07012024
AL0000000232024,ARAPIRACA,14,07012024
AL0000000242024,ARAPIRACA,07,06012024
AL0000000242024,ARAPIRACA,14,06012024
AL0000000252024,ARAPIRACA,01,05012024
AL0000000252024,ARAPIRACA,07,05012024
AL0000000262024,ARAPIRACA,01,05012024
AL0000000262024,ARAPIRACA,01,05012024
AL0000000272024,ARAPIRACA,14,07012024
AL0000000272024,ARAPIRACA,01,07012024
AL0000000282024,ARAPIRACA,01,30012024
AL0000000282024,ARAPIRACA,01,30012024
AL0000000292024,ARAPIRACA,14,31012024
AL0000000292024,ARAPIRACA,14,31012024
AL0000000302024,ARAPIRACA,01,04012024
AL0000000302024,ARAPIRACA,14,04012024
AL0000000312024,ARAPIRACA,01,13012024
AL0000000312024,ARAPIRACA,01,13012024
AL0000000322024,ARAPIRACA,01,13012024
AL0000000322024,ARAPIRACA,01,13012024
AL0000000332024,ARAPIRACA,01,14012024
AL0000000332024,ARAPIRACA,01,14012024
AL0000000342024,ARAPIRACA,01,16012024
AL0000000342024,ARAPIRACA,14,16012024
AL0000000352024,ARAPIRACA,01,17012024
AL0000000352024,ARAPIRACA,01,17012024
AL0000000352024,ARAPIRACA,01,17012024
AL0000000362024,ARAPIRACA,01,17012024
AL0000000362024,ARAPIRACA,00,17012024
AL0000000362024,ARAPIRACA,01,17012024
AL0000000372024,ARAPIRACA,01,16012024
AL0000000372024,ARAPIRACA,19,16012024
AL0000000372024,ARAPIRACA,01,16012024
AL0000000382024,ARAPIRACA,14,03012024
AL0000000382024,ARAPIRACA,14,03012024
AL0000000392024,ARAPIRACA,01,18012024
AL0000000392024,ARAPIRACA,01,18012024
AL0000000402024,ARAPIRACA,01,04012024
AL0000000402024,ARAPIRACA,01,04012024
AL0000000412024,ARAPIRACA,14,22012024
AL0000000422024,ARAPIRACA,01,22012024
AL0000000422024,ARAPIRACA,01,22012024
AL0000000432024,ARAPIRACA,01,20012024
AL0000000432024,ARAPIRACA,01,20012024
AL0000000432024,ARAPIRACA,14,20012024
AL0000000442024,ARAPIRACA,01,19012024
AL0000000452024,ARAPIRACA,14,17012024
AL0000000452024,ARAPIRACA,01,17012024
AL0000000462024,ARAPIRACA,01,24012024
AL0000000462024,ARAPIRACA,01,24012024
AL0000000472024,ARAPIRACA,01,25012024
AL0000000472024,ARAPIRACA,14,25012024
AL0000000482024,ARAPIRACA,01,24012024
AL0000000482024,ARAPIRACA,00,24012024
AL0000000492024,ARAPIRACA,01,24012024
AL0000000492024,ARAPIRACA,01,24012024
AL0000000502024,ARAPIRACA,14,27012024
AL0000000502024,ARAPIRACA,01,27012024
AL0000000512024,ARAPIRACA,01,29012024
AL0000000512024,ARAPIRACA,14,29012024
AL0000000522024,ARAPIRACA,01,18012024
AL0000000522024,ARAPIRACA,01,18012024
AL0000000532024,ARAPIRACA,01,31012024
AL0000000532024,ARAPIRACA,01,31012024
AL0000000532024,ARAPIRACA,19,31012024
AL0000000542024,IGACI,01,27012024
AL0000000542024,IGACI,01,27012024
AL0000000552024,DELMIRO GOUVEIA,01,22012024
AL0000000562024,CORURIPE,14,04012024
AL0000000562024,CORURIPE,04,04012024
AL0000000572024,MACEIO,01,24022024
AL0000000572024,MACEIO,01,24022024
AL0000000572024,MACEIO,01,24022024
AL0000000582024,JUNQUEIRO,01,24012024
AL0000000582024,JUNQUEIRO,14,24012024
AL0000000592024,IBATEGUARA,14,20012024
AL0000000602024,PENEDO,04,29012024
AL0000000602024,PENEDO,14,29012024
AL0000000612024,MACEIO,01,24022024
AL0000000612024,MACEIO,01,24022024
AL0000000622024,TAQUARANA,01,28012024
AL0000000622024,TAQUARANA,14,28012024
AL0000000632024,RIO LARGO,14,27012024
AL0000000642024,IGACI,01,27012024
AL0000000642024,IGACI,01,27012024
AL0000000652024,MACEIO,14,06022024
AL0000000652024,MACEIO,00,06022024
AL0000000662024,MACEIO,13,06012024
AL0000000662024,MACEIO,01,06012024
AL0000000672024,MACEIO,04,31012024
AL0000000672024,MACEIO,14,31012024
AL0000000672024,MACEIO,01,31012024
AL0000000682024,MACEIO,01,27012024
AL0000000682024,MACEIO,01,27012024
AL0000000692024,MACEIO,01,25012024
AL0000000692024,MACEIO,14,25012024
AL0000000702024,MACEIO,01,18012024
AL0000000702024,MACEIO,01,18012024
AL0000000702024,MACEIO,14,18012024
AL0000000702024,MACEIO,14,18012024
AL0000000702024,MACEIO,14,18012024
AL0000000712024,MACEIO,06,17012024
AL0000000712024,MACEIO,01,17012024
AL0000000722024,MACEIO,14,08012024
AL0000000722024,MACEIO,06,08012024
AL0000000732024,MACEIO,01,01012024
AL0000000732024,MACEIO,01,01012024
AL0000000732024,MACEIO,14,01012024
AL0000000732024,MACEIO,01,01012024
AL0000000732024,MACEIO,01,01012024
AL0000000742024,MACEIO,01,02012024
AL0000000742024,MACEIO,02,02012024
AL0000000752024,MACEIO,01,20012024
AL0000000752024,MACEIO,14,20012024
AL0000000752024,MACEIO,99,20012024
AL0000000762024,MACEIO,01,16012024
AL0000000762024,MACEIO,01,16012024
AL0000000772024,MACEIO,14,29012024
AL0000000772024,MACEIO,02,29012024
AL0000000782024,MACEIO,06,20012024
AL0000000782024,MACEIO,14,20012024
AL0000000792024,INHAPI,14,11012024
AL0000000802024,MACEIO,01,26022024
AL0000000802024,MACEIO,17,26022024
AL0000000812024,CAMPO ALEGRE,00,14012024
AL0000000822024,LIMOEIRO DE ANADIA,14,20012024
AL0000000832024,MACEIO,01,18012024
AL0000000832024,MACEIO,01,18012024
AL0000000832024,MACEIO,14,18012024
AL0000000842024,INHAPI,14,20012024
AL0000000852024,ARAPIRACA,01,20012024
AL0000000852024,ARAPIRACA,14,20012024
AL0000000862024,MACEIO,01,26022024
AL0000000862024,MACEIO,01,26022024
AL0000000872024,MARIBONDO,00,01012024
AL0000000882024,MACEIO,01,26022024
AL0000000882024,MACEIO,06,26022024
AL0000000892024,MACEIO,01,25022024
AL0000000892024,MACEIO,14,25022024
AL0000000902024,MURICI,14,07012024
AL0000000912024,ARAPIRACA,14,07012024
AL0000000912024,ARAPIRACA,04,07012024
AL0000000922024,MACEIO,01,22022024
AL0000000922024,MACEIO,01,22022024
AL0000000932024,CORURIPE,05,03012024
AL0000000932024,CORURIPE,14,03012024
AL0000000942024,ARAPIRACA,14,20012024
AL0000000942024,ARAPIRACA,14,20012024
AL0000000952024,PORTO CALVO,01,31012024
AL0000000952024,PORTO CALVO,14,31012024
AL0000000962024,PILAR,01,21012024
AL0000000962024,PILAR,14,21012024
AL0000000972024,MACEIO,14,23022024
AL0000000972024,MACEIO,14,23022024
AL0000000982024,MACEIO,01,01012024
AL0000000982024,MACEIO,01,01012024
AL0000000992024,MACEIO,01,01012024
AL0000000992024,MACEIO,01,01012024
AL0000001002024,MACEIO,01,01012024
AL0000001002024,MACEIO,04,01012024
AL0000001012024,MACEIO,01,01012024
AL0000001012024,MACEIO,01,01012024
AL0000001022024,MACEIO,01,01012024
AL0000001022024,MACEIO,01,01012024
AL0000001032024,CORURIPE,04,14012024
AL0000001032024,CORURIPE,06,14012024
AL0000001042024,PIACABUCU,14,14012024
AL0000001052024,MACEIO,06,30012024
AL0000001052024,MACEIO,14,30012024
AL0000001062024,PENEDO,14,12012024
AL0000001062024,PENEDO,01,12012024
AL0000001072024,PENEDO,06,18012024
AL0000001072024,PENEDO,01,18012024
AL0000001082024,PENEDO,14,10012024
AL0000001082024,PENEDO,00,10012024
AL0000001092024,PENEDO,01,26012024
AL0000001092024,PENEDO,01,26012024
AL0000001102024,PORTO REAL DO COLEGIO,06,21012024
AL0000001102024,PORTO REAL DO COLEGIO,06,21012024
AL0000001112024,PIACABUCU,04,12012024
